Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Hepatitis C	3/28	0.0595448740622045	0.4941335817699359	0	0	3.6306103286384976	10.242042737489117	C6ORF10;HLA-DRA;BTNL2
Language	2/13	0.06350931999500382	0.5117562596698859	0	0	5.496306818181818	15.150946858452429	INSC;SOX6
Thyroid Hormones	2/13	0.06350931999500382	0.5117562596698859	0	0	5.496306818181818	15.150946858452429	EHMT2;HLA-B
Vitiligo	4/48	0.06750899254792413	0.5339423902097981	0	0	2.7520661157024793	7.4181789878175906	DDX6;SLC44A4;HLA-B;BTNL2
Diabetic Nephropathies	12/230	0.06818329083614327	0.5339423902097981	0	0	1.672346002621232	4.491178417564895	WSCD1;IRX5;NOTCH4;C6ORF10;HLA-DRA;BTBD11;SMYD3;BTNL2;C3ORF56;PRRC2A;AJAP1;HLA-DQB1
Esophageal Neoplasms	3/30	0.07045073493183986	0.5355835859419003	0	0	3.3613284646148496	8.917072011532749	ANP32A;JUP;HAP1
Uterine Cervical Neoplasms	3/30	0.07045073493183986	0.5355835859419003	0	0	3.3613284646148496	8.917072011532749	HLA-DQA1;MICA;HLA-DRB1
Cartilage	2/14	0.07256115608851363	0.5355835859419003	0	0	5.038020833333333	13.21636872534981	DDX6;TREH
Pulmonary Surfactant-Associated Protein D	2/14	0.07256115608851363	0.5355835859419003	0	0	5.038020833333333	13.21636872534981	HLA-C;ATP2C2
Forced Expiratory Volume	32/761	0.07320926714313744	0.5355835859419003	0	0	1.3405473475904564	3.5047715798023824	GRIA1;SERPINA1;KCNG4;PRDM9;TSHZ3;CLEC10A;SERPINA10;CXCR4;PWP1;ASGR2;GLT1D1;HLA-DMB;FLRT2;PPP4R4;INSC;FAM65B;SVEP1;SMYD3;C3ORF56;MICB;TMEM14E;DARS;KCNIP1;IRX3;C10ORF11;BTBD11;TXNRD3NB;NCR3;CYP24A1;UROC1;LCP2;HLA-DQB1
Carcinoma, Squamous Cell	4/51	0.08057027827334808	0.5783969240616726	0	0	2.5760021343293538	6.487984543510244	NCR3;JUP;HAP1;HLA-DQA1
Arthritis, Psoriatic	3/32	0.08218229676415852	0.5783969240616726	0	0	3.1291889266634287	7.81926537915805	HLA-B;HLA-C;MICA
Nitric Oxide	3/32	0.08218229676415852	0.5783969240616726	0	0	3.1291889266634287	7.81926537915805	TSHZ3;SMYD3;PAPPA2
Alopecia	7/118	0.08578464719699735	0.5847423367675485	0	0	1.9114563382279919	4.694374724118599	TMEM132C;MBNL1;SUCNR1;SYF2;RPLP1;C10ORF11;C3ORF56
Immunoglobulin E	3/33	0.0883423674253131	0.5847423367675485	0	0	3.0247261345852894	7.339605265172307	HLA-C;HLA-DQA2;HLA-DQB1
Kidney Diseases	3/33	0.0883423674253131	0.5847423367675485	0	0	3.0247261345852894	7.339605265172307	C6ORF10;HLA-DQA2;PSMB8
Otitis	3/33	0.0883423674253131	0.5847423367675485	0	0	3.0247261345852894	7.339605265172307	HLA-C;HLA-DQA1;HLA-DRB1
Oxidized Low Density Lipoprotein	3/33	0.0883423674253131	0.5847423367675485	0	0	3.0247261345852894	7.339605265172307	RPLP1;KIF26B;FAM65B
Macrophage Inflammatory Proteins	4/53	0.08992017285271509	0.5881837188954069	0	0	2.4706032883372786	5.951270658081691	FAM135B;PLXNA1;C3ORF56;OPCML
Leukemia, Lymphocytic, Chronic, B-Cell	6/97	0.09196112868385797	0.5945393900956399	0	0	1.9974082521252332	4.766593691635659	RPLP1;C6ORF10;IRF8;HLA-DQA1;HLA-DRB1;HLA-DQB1
Docetaxel	3/34	0.09469000443722653	0.598847863339069	0	0	2.9270028774799335	6.8993755661300105	FLRT2;C3ORF56;OPCML
Erythropoietin	4/54	0.09478167621193898	0.598847863339069	0	0	2.421065830721003	5.704464897235429	HPN;TSHZ2;ANK3;PRIMA1
Hypertension	13/270	0.09637951223081466	0.6021012224756511	0	0	1.536086555770694	3.59361555555531	MSH5-SAPCD1;TNXB;DNAAF1;BAG6;C6ORF48;TAF1C;NEU1;MSH5;SOX6;BMPR1B;C3ORF56;C2CD2L;HSPA1B
Transplants	3/35	0.1012185199922312	0.6204486974854413	0	0	2.835387323943662	6.494379626956475	INSC;HLA-DPB1;HLA-DPA1
Blood	2/17	0.10188766607626903	0.6204486974854413	0	0	4.029791666666667	9.203578264585532	CPB1;AGTR1
Precursor Cell Lymphoblastic Leukemia-Lymphoma	6/100	0.1026641729652169	0.6204486974854413	0	0	1.9333600963468487	4.400892264027111	KCNE4;PPT2-EGFL8;PPT2;AGPAT1;PDLIM5;HLA-DRB1
Vitamin D	4/56	0.10486621234315503	0.6248956440476867	0	0	2.327706775982638	5.2491415084889255	NPY;PAX3;KRT40;QKI
Asthma	33/818	0.10564782471309811	0.6248956440476867	0	0	1.28206206269022	2.8816192626948696	USP10;NOTCH4;CXCR4;C6ORF10;GLT1D1;FAM196B;NPY;FAM65B;HLA-DOA;HLA-DQA2;CCDC140;HLA-DQA1;HLA-DPA1;TMEM132D;BRD2;DARS;COL22A1;IRX3;HLA-B;PBX2;PAX3;BTNL2;QKI;AJAP1;CRISPLD2;HLA-DPB1;HLA-DRA;COL6A3;AIPL1;DOCK2;FSIP1;HLA-DQB1;PTPN3
Immunoglobulins	21/490	0.11079830633144137	0.6435824507498389	0	0	1.361958324320427	2.996367954481357	PRRT1;TMEM132D;BRD2;PTPRR;FKBPL;KCNIP4;HLA-C;PROX2;HLA-DMA;WRN;C6ORF48;NCR3;HLA-DMB;CYP24A1;SYF2;PLCH1;SKIV2L;HLA-DOA;DOCK2;HLA-DQA2;HLA-DQB2
Mental Disorders	10/200	0.11125983600637405	0.6435824507498389	0	0	1.5962691538974016	3.5052266010229243	RBFOX1;KRTAP4-8;PAQR5;KRTAP4-7;SYNDIG1;SMARCAD1;CELF5;C15ORF54;CST7;BCAS1
Seizures, Febrile	2/18	0.11227967216319132	0.6435824507498389	0	0	3.777734375	8.261007667152835	GPANK1;CSNK2B
alpha-Linolenic Acid	4/58	0.11541599411368399	0.6548091094613091	0	0	2.2412632067804483	4.83936316730551	MCM6;TXN;UBXN4;LCT
Neuroblastoma	13/282	0.12292432717558617	0.679946394521658	0	0	1.466640268083522	3.0743512944095035	ZRANB3;P2RY12;DARS;IRX5;CXCR4;MED12L;FLRT2;SKIV2L;LCT;R3HDM1;MICA;MICB;PTPN3
Language Disorders	2/19	0.12293055100616848	0.679946394521658	0	0	3.555330882352941	7.452456019942369	C15ORF54;HAP1
Cardiovascular System	5/82	0.12351544217030119	0.679946394521658	0	0	1.965483496095741	4.1105907460380475	BRD2;DOCK4;HLA-DMA;NOTCH4;C6ORF10
Alpha-Carotene	4/60	0.12640945288610378	0.6890554490654285	0	0	2.1609941782355575	4.469430859753031	SHC3;WSCD1;CKS2;MICA
Aging	3/39	0.12900334641431463	0.696367578702514	0	0	2.5198226395409495	5.160387453589481	GRIA1;COL6A3;KCNAB1
HIV	3/40	0.13633203153278042	0.7288520147329415	0	0	2.4515924375079305	4.885194992411476	HLA-B;BTNL2;MICA
Compliance	3/41	0.14379946819369097	0.7600486421469875	0	0	2.386953298739807	4.629103345322337	TMPRSS9;TMEM132D;AIPL1
Pancreatitis	2/21	0.1449013598337782	0.7600486421469875	0	0	3.1807565789473684	6.144273988401449	PDLIM5;HLA-DQA2
Frontal Lobe	3/42	0.1513985158000807	0.7794219887485636	0	0	2.3256289876008185	4.390414826071911	FAM65B;SLIT2;AJAP1
Beta Carotene	3/42	0.1513985158000807	0.7794219887485636	0	0	2.3256289876008185	4.390414826071911	RBFOX1;ANK3;C15ORF54
Neoplasms	6/113	0.15595597762046098	0.78937410589409	0	0	1.6973196967025217	3.1539280706873845	FTO;MBNL1;RBFOX1;SUCNR1;PBX2;AGER
Deglutition Disorders	2/22	0.15617113605818325	0.78937410589409	0	0	3.0215625	5.610445852424474	KIAA0513;ZDHHC7
Leptin	5/89	0.1578623001472414	0.7907336836204164	0	0	1.8010390969574643	3.3247760655900853	FTO;FLRT2;NOX5;ANK3;DOCK2
Blood Proteins	3/45	0.1749142649575155	0.8301277246449111	0	0	2.1591772859378495	3.764437805094883	PRRT1;FKBPL;OPCML
Fatty Acids, Omega-6	3/45	0.1749142649575155	0.8301277246449111	0	0	2.1591772859378495	3.764437805094883	C10ORF128;PPT2-EGFL8;PPT2
Azoospermia	1/6	0.17780971342457672	0.8301277246449111	0	0	6.038377535101404	10.428527546379502	HLA-DRA
Ear	1/6	0.17780971342457672	0.8301277246449111	0	0	6.038377535101404	10.428527546379502	KIAA1217
Eye	1/6	0.17780971342457672	0.8301277246449111	0	0	6.038377535101404	10.428527546379502	HLA-DQB1
Recombination, Genetic	1/6	0.17780971342457672	0.8301277246449111	0	0	6.038377535101404	10.428527546379502	PRDM9
Suicidal Ideation	1/6	0.17780971342457672	0.8301277246449111	0	0	6.038377535101404	10.428527546379502	KCNIP4
Angiotensin-Converting Enzyme Inhibitors	5/93	0.1790564617319681	0.8301277246449111	0	0	1.718816897388326	2.9564580415472554	WRN;FAM135B;LMO4;RFWD2;KCNIP4
Parietal Lobe	2/24	0.1791642571176067	0.8301277246449111	0	0	2.746590909090909	4.722631936002285	BMPR1B;PDLIM5
Anxiety Disorders	3/46	0.18296891664759043	0.840749732694713	0	0	2.108854678458347	3.5817610205813715	TMEM132D;COL22A1;AJAP1
Amyotrophic Lateral Sclerosis 1	7/146	0.18995966064490352	0.8569575326930396	0	0	1.5241941879567213	2.5316004928723483	GSE1;PLXNA1;ANK3;BMPR1B;C3ORF56;PDLIM5;OPCML
Coronary Artery Bypass	2/25	0.19084535843961786	0.8569575326930396	0	0	2.6270380434782608	4.351141623686043	CYP21A2;PAPPA2
Lung Diseases, Interstitial	3/47	0.19112002527686497	0.8569575326930396	0	0	2.060819462227913	3.4103545960923825	NOTCH4;HLA-DRA;BTNL2
Hyperopia	1/7	0.20420990502644884	0.8940213164937446	0	0	5.031721268850754	7.993426965216541	RBFOX1
Pharyngeal Neoplasms	1/7	0.20420990502644884	0.8940213164937446	0	0	5.031721268850754	7.993426965216541	HLA-DQB1
Sarcoidosis	1/7	0.20420990502644884	0.8940213164937446	0	0	5.031721268850754	7.993426965216541	BTNL2
Autosomal Dominant Compelling Helio Ophthalmic Outburst Syndrome	4/73	0.207004512521403	0.89513583308429	0	0	1.7526691199854618	2.7604796042613162	RBFOX1;TSHZ3;LMO4;QKI
Mental Processes	3/49	0.2076843929278299	0.89513583308429	0	0	1.9710144927536233	3.0979138302776867	IRX5;PAX3;DCDC2
Neurofibrillary Tangles	2/27	0.21447991054095944	0.9060184642585792	0	0	2.416625	3.7204889244002737	QKI;HLA-DRB1
Thyroxine	3/50	0.2160842831097177	0.9060184642585792	0	0	1.9289781240635302	2.955361820720144	PITPNM3;FAM64A;AIPL1
Multiple Sclerosis	12/288	0.21707802828910808	0.9060184642585792	0	0	1.3169082125603864	2.0115752043641226	SLC44A4;CYP24A1;KCNIP1;CXCR5;C6ORF10;HLA-DRA;BTNL2;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1;BATF
Crohn Disease	16/403	0.22591458869641434	0.9060184642585792	0	0	1.2529245197348324	1.8638483570993443	BRD2;TMED10;NOTCH4;HLA-B;CXCR5;C6ORF10;FOS;BTNL2;TNF;RUNX3;NCR3;LTA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DQB1
Food Hypersensitivity	1/8	0.22976367528859654	0.9060184642585792	0	0	4.3126810786717185	6.342677300373713	RHOBTB1
Keratoconus	1/8	0.22976367528859654	0.9060184642585792	0	0	4.3126810786717185	6.342677300373713	UBXN4
Lymphoma, B-Cell, Marginal Zone	1/8	0.22976367528859654	0.9060184642585792	0	0	4.3126810786717185	6.342677300373713	BTNL2
PCSK9 Protein, Human	1/8	0.22976367528859654	0.9060184642585792	0	0	4.3126810786717185	6.342677300373713	PDLIM5
Problem Behavior	1/8	0.22976367528859654	0.9060184642585792	0	0	4.3126810786717185	6.342677300373713	ANK3
Saccades	1/8	0.22976367528859654	0.9060184642585792	0	0	4.3126810786717185	6.342677300373713	SOX6
Simvastatin	1/8	0.22976367528859654	0.9060184642585792	0	0	4.3126810786717185	6.342677300373713	PDLIM5
Ventricular Function, Left	1/8	0.22976367528859654	0.9060184642585792	0	0	4.3126810786717185	6.342677300373713	SLIT2
Colitis, Ulcerative	13/321	0.23388563766605094	0.9129093854691911	0	0	1.2783123077240723	1.8572893671543462	BRD2;HLA-DRB5;TNXB;ATF6B;NOTCH4;C6ORF10;BTNL2;HLA-DRA;CFB;HLA-DQA1;HLA-DRB1;HLA-DQB1;MICB
Creatinine	19/493	0.23813786658211347	0.9129093854691911	0	0	1.2150137825006264	1.743429961115184	NTNG2;RBFOX1;PACRG;DOCK4;COL22A1;IRX3;COL11A2;ANK3;AADACL2;RXRB;CYP24A1;FLRT2;KBTBD2;CRY1;SMYD3;IGSF9B;SCG2;GPLD1;OPCML
Chemical And Drug Induced Liver Injury	3/53	0.24167686757740178	0.9129093854691911	0	0	1.8129577464788733	2.5746786570831346	C6ORF10;FAM65B;HLA-DQB1
