Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Abdominal Fat	2/33	0.1713230196076251	0.9999951178411229	0	0	2.7917888563049855	4.925286465715122	AMPH;CDH18
Apolipoprotein A-I	2/33	0.1713230196076251	0.9999951178411229	0	0	2.7917888563049855	4.925286465715122	PDE4D;LRRC4C
Intra-Abdominal Fat	2/33	0.1713230196076251	0.9999951178411229	0	0	2.7917888563049855	4.925286465715122	STARD3NL;AMPH
Sleep Initiation And Maintenance Disorders	2/34	0.17945987160276955	0.9999951178411229	0	0	2.704406873614191	4.6456400055483185	CEP152;FBN1
Linoleoyl-CoA Desaturase	1/9	0.18635839010680721	0.9999951178411229	0	0	5.4034845132743365	9.078305879442869	NR3C1
Neurotic Disorders	1/9	0.18635839010680721	0.9999951178411229	0	0	5.4034845132743365	9.078305879442869	PDE4D
Cognition	4/101	0.19609360758936903	0.9999951178411229	0	0	1.7863292999334144	2.910221858533894	NCOA1;C7ORF71;KIAA0087;CENPO
Stress Disorders, Post-Traumatic	4/102	0.20074396041450873	0.9999951178411229	0	0	1.7680105449752284	2.8389387530445935	PCSK2;DPP6;CCDC59;TSPEAR
Coenzyme Q10	2/37	0.20418694094633316	0.9999951178411229	0	0	2.472220462464365	3.9276644307243966	OR51A2;TTC39B
Glaucoma, Angle-Closure	1/10	0.204795643403638	0.9999951178411229	0	0	4.802851524090462	7.616086544125801	COL11A1
Tetralogy Of Fallot	1/10	0.204795643403638	0.9999951178411229	0	0	4.802851524090462	7.616086544125801	NRP1
Forced Expiratory Volume	21/761	0.2049918883071803	0.9999951178411229	0	0	1.2354448198198198	1.9579142579972142	SPAG17;C9ORF92;GALNT13;FAM46C;PDE4D;CCDC59;TMC3;GDAP2;FGD4;OLFM1;DPP6;CATSPERB;PRKD2;FYN;RIN3;AMPH;ASTN2;LRRC4C;DNM1L;MAP3K7;KIAA0825
Myocardial Infarction	24/885	0.2086510566156169	0.9999951178411229	0	0	1.2141354580378971	1.9026619727989569	MESDC2;SPAG16;PRR5;DUT;MYEF2;VWF;STARD3NL;ARL15;PRDM15;FGF1;MESDC1;C7ORF62;DPP6;RSPH1;ZC2HC1A;PRR5-ARHGAP8;PKIA;DMRTA1;NUP50;HMCN2;DYNLRB2;MAP3K7;SLC24A5;FBN1
Aggression	3/71	0.21737329190435953	0.9999951178411229	0	0	1.9097058823529411	2.9144769391005365	BEND3;PDSS2;FYN
Mental Competency	6/178	0.21737405267186044	0.9999951178411229	0	0	1.5120181051974404	2.307544755489987	DPP6;PDE4D;ASTN2;LRRC4C;ARHGAP26;ARHGAP24
Muscle, Skeletal	10/332	0.22243777972215262	0.9999951178411229	0	0	1.3477419626207534	2.025801534815623	DPP6;TCERG1L;SCML4;GDNF;VWF;PDE4D;FAM183B;OR51A2;MYRIP;SOBP
Migraine Without Aura	1/11	0.22281600681861152	0.9999951178411229	0	0	4.322345132743362	6.489607579200506	ASTN2
Osteitis Deformans	1/11	0.22281600681861152	0.9999951178411229	0	0	4.322345132743362	6.489607579200506	RIN3
Thrombomodulin	1/11	0.22281600681861152	0.9999951178411229	0	0	4.322345132743362	6.489607579200506	MYRIP
Immunoglobulins	14/490	0.22356637475859487	0.9999951178411229	0	0	1.2777033364598687	1.9140595609313056	FCN1;CCDC59;ZNF804B;POU6F2;ANO2;ARHGAP24;OLFM1;DPP6;PDSS2;BANF2;LRRC4C;ATF6;SNX5;UMODL1
GRN Protein, Human	2/40	0.2292555995639391	0.9999951178411229	0	0	2.2766950636013537	3.353384553588735	ARHGAP8;PRR5-ARHGAP8
Varicose Veins	3/73	0.2293044007065515	0.9999951178411229	0	0	1.854952380952381	2.7317974558454896	COL11A1;FAM46A;ARHGAP24
Hydrocortisone	4/109	0.23415001462311363	0.9999951178411229	0	0	1.6495492629122919	2.394804536410739	FGD4;C9ORF92;AMPH;MAP3K7
Death, Sudden, Cardiac	3/74	0.23531546655574775	0.9999951178411229	0	0	1.8287323943661973	2.6458616975222293	RSPH6A;GALNT13;PKIA
Arteries	17/618	0.23909261246330843	0.9999951178411229	0	0	1.2291517196110457	1.7587984837251933	TRAF3IP2;POU6F2;KIAA0087;IL16;PPP2R3A;STRN4;C7ORF71;COL5A1;GDNF;NUP50;NTF3;VPS41;FYN;BANF2;ASTN2;LRRC4C;KIAA0825
Esophageal Squamous Cell Carcinoma	1/12	0.24042888624055422	0.9999951178411229	0	0	3.9292035398230087	5.60041531384312	PDE4D
Partial Thromboplastin Time	1/12	0.24042888624055422	0.9999951178411229	0	0	3.9292035398230087	5.60041531384312	F11
Peripheral Arterial Disease	1/12	0.24042888624055422	0.9999951178411229	0	0	3.9292035398230087	5.60041531384312	MAPK10
Frontal Lobe	2/42	0.2460809263458605	0.9999951178411229	0	0	2.162638580931264	3.032224369724811	ARHGAP8;PRR5-ARHGAP8
Gout	3/76	0.24741782677493143	0.9999951178411229	0	0	1.778447488584475	2.483916285314185	VDR;FAT1;ABCG1
Cocaine-Related Disorders	1/13	0.25764347589160785	0.9999951178411229	0	0	3.6015855457227137	4.884392977098112	STEAP3
Neuralgia	1/13	0.25764347589160785	0.9999951178411229	0	0	3.6015855457227137	4.884392977098112	NTF3
Protein S	1/13	0.25764347589160785	0.9999951178411229	0	0	3.6015855457227137	4.884392977098112	PPP2R3A
Thyroid Hormones	1/13	0.25764347589160785	0.9999951178411229	0	0	3.6015855457227137	4.884392977098112	DYNLRB2
Estradiol	4/116	0.2687680576422088	0.9999951178411229	0	0	1.5458956411072224	2.0311623475136003	OLFM1;TCERG1L;ARL15;ANO2
Proteins	4/116	0.2687680576422088	0.9999951178411229	0	0	1.5458956411072224	2.0311623475136003	MLANA;SLC16A10;CENPN;KLKB1
Interleukin 1 Receptor Antagonist Protein	2/45	0.2713859115788708	0.9999951178411229	0	0	2.011447429484866	2.6233567776279294	STARD3NL;PPAPDC3
Carboplatin	2/46	0.2798202645990012	0.9999951178411229	0	0	1.9656319290465631	2.5034441451126908	RXRA;AKNAD1
Migraine Disorders	7/235	0.2845093283086781	0.9999951178411229	0	0	1.3298815986153725	1.6716468566381744	NRP1;ARL15;DSTN;RRBP1;PAPPA-AS1;ASTN2;NR3C1
Fantasy	2/47	0.28824717831605356	0.9999951178411229	0	0	1.9218526730721852	2.390663473497186	SNX18;PAPPA
Ghrelin	2/47	0.28824717831605356	0.9999951178411229	0	0	1.9218526730721852	2.390663473497186	LAMC3;FIBCD1
Arthritis, Rheumatoid	8/276	0.2892807320668223	0.9999951178411229	0	0	1.2932416568841187	1.6040822097413185	FGD4;STAG1;ARL15;AIRE;UBASH3A;MAP3K7;BICD1;CDH18
Logic	1/15	0.29091353209009757	0.9999951178411229	0	0	3.086757269279393	3.8113093230407102	LRRC4C
Memory, Short-Term	1/15	0.29091353209009757	0.9999951178411229	0	0	3.086757269279393	3.8113093230407102	ITSN2
Mouth Neoplasms	1/15	0.29091353209009757	0.9999951178411229	0	0	3.086757269279393	3.8113093230407102	LAMC3
Perphenazine	1/15	0.29091353209009757	0.9999951178411229	0	0	3.086757269279393	3.8113093230407102	ASTN2
Lung Neoplasms	4/121	0.29402366960629434	0.9999951178411229	0	0	1.4794510117449984	1.8109885951270661	COL2A1;DMRTA1;FAM46A;SENP1
Albuminuria	3/85	0.3027975010578684	0.9999951178411229	0	0	1.582520325203252	1.890622806032984	SPAG16;FGD4;LRRC4C
E-Selectin	3/85	0.3027975010578684	0.9999951178411229	0	0	1.582520325203252	1.890622806032984	PDCD1LG2;ARHGAP24;MESDC1
Anti-Inflammatory Agents, Non-Steroidal	1/16	0.3069863706402134	0.9999951178411229	0	0	2.880825958702065	3.4021169692662685	TMC3
Tumor Necrosis Factors	2/50	0.3134443732379908	0.9999951178411229	0	0	1.801459719142646	2.0899335393746874	MAP3K7;CDH18
Lipoprotein(a)	8/285	0.31918340123503197	0.9999951178411229	0	0	1.2506388674806312	1.4282163497785114	DPP6;FUBP3;MLANA;NOVA2;KIAA0087;SNX10;MAP3K7;ASS1
Colonic Neoplasms	1/17	0.32269567215371386	0.9999951178411229	0	0	2.7006360619469025	3.054542511774567	SYMPK
Digestive System Diseases	1/17	0.32269567215371386	0.9999951178411229	0	0	2.7006360619469025	3.054542511774567	DPP6
Lymphoma, Large B-Cell, Diffuse	1/17	0.32269567215371386	0.9999951178411229	0	0	2.7006360619469025	3.054542511774567	NCOA1
Homoharringtonine	1/17	0.32269567215371386	0.9999951178411229	0	0	2.7006360619469025	3.054542511774567	RXRA
Thyroid Microsomal Antibodies	1/17	0.32269567215371386	0.9999951178411229	0	0	2.7006360619469025	3.054542511774567	DYNLRB2
Leptin	3/89	0.32764583938315783	0.9999951178411229	0	0	1.5086046511627906	1.6833342770746291	BANF2;TMC3;SNX5
Motor Activity	3/89	0.32764583938315783	0.9999951178411229	0	0	1.5086046511627906	1.6833342770746291	NIPBL;ANO2;TTC39B
Serotonin Uptake Inhibitors	3/89	0.32764583938315783	0.9999951178411229	0	0	1.5086046511627906	1.6833342770746291	C11ORF40;OR52I2;DYNLRB2
Conotruncal Cardiac Defects	1/18	0.3380496414238615	0.9999951178411229	0	0	2.541644976574701	2.756572896409078	PAPPA
Medicine, Chinese Traditional	1/18	0.3380496414238615	0.9999951178411229	0	0	2.541644976574701	2.756572896409078	TRABD2B
Pulmonary Emphysema	1/18	0.3380496414238615	0.9999951178411229	0	0	2.541644976574701	2.756572896409078	RIN3
Skin Pigmentation	1/18	0.3380496414238615	0.9999951178411229	0	0	2.541644976574701	2.756572896409078	SLC24A5
CD40 Ligand	2/53	0.33844193075465845	0.9999951178411229	0	0	1.6952306421459937	1.8366175397152136	SLC37A1;VPS41
Cytokine Receptor Gp130	2/53	0.33844193075465845	0.9999951178411229	0	0	1.6952306421459937	1.8366175397152136	RXRA;NTF3
Vital Capacity	5/170	0.34149172191959043	0.9999951178411229	0	0	1.3110119047619047	1.40859293390503	C11ORF40;ARL15;PPP2R3A;MAP3K7;OR52M1
Erythrocyte Count	19/752	0.3452329557057799	0.9999951178411229	0	0	1.1236758224831982	1.1950695276062646	OR51F2;OR51G2;OR51F1;OR52J3;OR52I2;OR51G1;OR52I1;VDR;CMC2;OR52E2;OR51D1;KIAA0087;CDYL2;ARHGAP24;ARHGAP12;OR52R1;OR51S1;TRIM68;OR51A7
Aorta	3/92	0.3462795370575365	0.9999951178411229	0	0	1.4575280898876404	1.5457215398023998	C7ORF62;COL11A1;ARHGAP24
Amyloidosis, Cerebral, With Spongiform Encephalopathy	2/54	0.34671511463376203	0.9999951178411229	0	0	1.66254477230087	1.7610535950573931	ARHGAP8;PHF21B
Resistin	3/93	0.3524818319957696	0.9999951178411229	0	0	1.4412592592592592	1.5028820262317704	KANSL2;CMC2;CDYL2
Eosinophils	6/213	0.35271551774667476	0.9999951178411229	0	0	1.2540933112861914	1.3068824199805686	OR51E1;PDGFD;NTF3;UBASH3A;FAM149A;PDE9A
Buspirone	1/19	0.35305629830350416	0.9999951178411229	0	0	2.4003195673549658	2.499039309208005	FOXD2
Chemokine CCL11	1/19	0.35305629830350416	0.9999951178411229	0	0	2.4003195673549658	2.499039309208005	TRABD2B
Child Behavior	1/19	0.35305629830350416	0.9999951178411229	0	0	2.4003195673549658	2.499039309208005	PCSK2
Intracranial Aneurysm	1/19	0.35305629830350416	0.9999951178411229	0	0	2.4003195673549658	2.499039309208005	FBN1
Prefrontal Cortex	1/19	0.35305629830350416	0.9999951178411229	0	0	2.4003195673549658	2.499039309208005	NFE2L3
Suntan	1/19	0.35305629830350416	0.9999951178411229	0	0	2.4003195673549658	2.499039309208005	PRDM15
Clusterin	2/55	0.35495380145031563	0.9999951178411229	0	0	1.6310923315065056	1.6894326462387566	PKIA;ANO2
Sodium	5/174	0.35944358693252226	0.9999951178411229	0	0	1.2797178782755705	1.3094048184639497	MAPK10;METTL25;CCDC59;DYNLRB2;ANO2
Interleukin-12	2/56	0.36315531193617356	0.9999951178411229	0	0	1.600804795926747	1.6214946850936098	TRPM2;LRRC4C
Vitamin B 6	2/56	0.36315531193617356	0.9999951178411229	0	0	1.600804795926747	1.6214946850936098	LAMC3;FIBCD1
Tomography Scanners, X-Ray Computed	1/20	0.3677234821374011	0.9999951178411229	0	0	2.2738705170004656	2.2748347074446382	KIAA1324
Leukocyte Count	5/176	0.3684328141846945	0.9999951178411229	0	0	1.2646198830409356	1.262719040994747	OLFM1;OLFML2B;BFSP1;ATF6;CDK14
Bone Density	14/552	0.3710260071167817	0.9999951178411229	0	0	1.1267835821527465	1.1171869002300736	DYNC2H1;SPAG16;FCN1;STARD3NL;COL11A1;EN1;UHMK1;OLFM1;DPP6;FUBP3;PKIA;NTF3;RIN3;AMPH
Blood Flow Velocity	2/57	0.3713171053576222	0.9999951178411229	0	0	1.5716186252771618	1.5570007647437734	FAM46A;PPP2R3A
Interleukin-10	2/57	0.3713171053576222	0.9999951178411229	0	0	1.5716186252771618	1.5570007647437734	DPP6;VTCN1
Zeaxanthins	2/58	0.3794367746740981	0.9999951178411229	0	0	1.5434748178650617	1.4957309707784163	WNK2;NTF3
Malaria	1/21	0.3820588557628205	0.9999951178411229	0	0	2.160066371681416	2.078373978207437	OR51F1
Metabolome	1/21	0.3820588557628205	0.9999951178411229	0	0	2.160066371681416	2.078373978207437	KLKB1
Pulmonary Disease, Chronic Obstructive	14/557	0.3836885205168342	0.9999951178411229	0	0	1.1161143902306012	1.069152984412011	SPAG16;SPAG17;C9ORF92;GALNT13;FAM46C;SOBP;GDAP2;DPP6;CATSPERB;NUP50;PDSS2;RIN3;ASTN2;RPRM
Vitamin A	2/60	0.39554075236174424	0.9999951178411229	0	0	1.4900986313938374	1.3820686516574376	COL5A1;DYNLRB2
Aortic Aneurysm, Abdominal	1/22	0.39606990922071705	0.9999951178411229	0	0	2.057100716392752	1.9052137487549479	FBN1
Glaucoma	1/22	0.39606990922071705	0.9999951178411229	0	0	2.057100716392752	1.9052137487549479	COL11A1
Myasthenia Gravis	1/22	0.39606990922071705	0.9999951178411229	0	0	2.057100716392752	1.9052137487549479	MAP3K7
Reverse Transcriptase Inhibitors	2/61	0.4035208728930485	0.9999951178411229	0	0	1.4647675598481718	1.3293162015834303	NFE2L3;HIF3A
Insulin	12/480	0.4050460087240705	0.9999951178411229	0	0	1.109308680737252	1.0025428413841486	SPAG16;C9ORF92;TRAF3IP2;FAM46C;DMRTA1;PDE4D;ZNF804B;FYN;ASTN2;LRRC4C;CDH18;GDAP2
alpha-Tocopherol	3/102	0.40782293440486433	0.9999951178411229	0	0	1.3096296296296297	1.1746358664313286	MARCO;NR3C1;C1QL2
Smell	1/23	0.40976396407328886	0.9999951178411229	0	0	1.9634955752212389	1.751779666855072	SNX18
Alcoholism	16/657	0.41932474937944325	0.9999951178411229	0	0	1.0798916167173003	0.9385441722122813	C21ORF33;ARHGAP8;GALNT13;CCNT1;ARL15;TMTC2;OR51L1;DPP6;OR52R1;PRR5-ARHGAP8;KANSL2;PKIA;DMRTA1;PAPPA;RIN3;CDK14
Body Composition	2/63	0.41932778102005874	0.9999951178411229	0	0	1.4165969975646104	1.231167809743136	FAM46A;PKP2
Interleukin-8	2/63	0.41932778102005874	0.9999951178411229	0	0	1.4165969975646104	1.231167809743136	TCERG1L;FAM46A
Orofacial Cleft 1	1/24	0.423148176804237	0.9999951178411229	0	0	1.8780300115429012	1.615167524815547	ATXN3
Panic Disorder	1/24	0.423148176804237	0.9999951178411229	0	0	1.8780300115429012	1.615167524815547	ANO2
Parietal Lobe	1/24	0.423148176804237	0.9999951178411229	0	0	1.8780300115429012	1.615167524815547	MLANA
Risperidone	1/24	0.423148176804237	0.9999951178411229	0	0	1.8780300115429012	1.615167524815547	NR3C1
Pulse Wave Analysis	6/231	0.4253745979377432	0.9999951178411229	0	0	1.1526920208799403	0.9853039543736047	FCN1;OLFM1;GALNT13;CATSPERB;PPP2R3A;TRABD2B
Urinalysis	2/64	0.42715106197129854	0.9999951178411229	0	0	1.393677133252271	1.1854862330500227	STXBP6;ARHGAP24
Age Of Onset	11/446	0.4299551311199088	0.9999951178411229	0	0	1.09342071045925	0.9229284541528273	ITSN2;SLC37A1;SCML4;ARL15;FAT1;DYNLRB2;PDCD1LG2;NR3C1;SOBP;ATF6;PDE9A
Parkinson Disease	11/448	0.43574904218886196	0.9999951178411229	0	0	1.0883025979270426	0.9040407711200201	ITSN2;COL2A1;ERMP1;CEP152;VPS41;PRDM15;POU6F2;SNX10;ATF6;TMC3;FBN1
Subcutaneous Fat	3/107	0.4379734730882013	0.9999951178411229	0	0	1.2463461538461538	1.0289795635241168	STARD3NL;STXBP6;CDH18
Lithium	2/66	0.4426292926632134	0.9999951178411229	0	0	1.3499861419068737	1.1002693103838266	PKP2;CCDC171
Tobacco Use Disorder	2/66	0.4426292926632134	0.9999951178411229	0	0	1.3499861419068737	1.1002693103838266	DPP6;DYNLRB2
Trans Fatty Acids	2/66	0.4426292926632134	0.9999951178411229	0	0	1.3499861419068737	1.1002693103838266	FGF1;ARHGAP26
Temperament	1/26	0.44901489964920593	0.9999951178411229	0	0	1.7276106194690266	1.3832964542514727	TCERG1L
Docosapentaenoic Acid	1/26	0.44901489964920593	0.9999951178411229	0	0	1.7276106194690266	1.3832964542514727	AGPAT3
Cryptorchidism	3/109	0.4498730605303936	0.9999951178411229	0	0	1.2227044025157232	0.976683834149929	KRTAP10-8;TSPEAR;LRRC4C
Fatty Acids	2/68	0.4578735809546203	0.9999951178411229	0	0	1.3089430894308942	1.0224968072428724	STEAP3;C1QL2
Coronary Aneurysm	1/27	0.4615109311676024	0.9999951178411229	0	0	1.661078965282505	1.2844285443954986	TMTC2
Hand Strength	1/27	0.4615109311676024	0.9999951178411229	0	0	1.661078965282505	1.2844285443954986	ZBTB21
Immunoglobulin G	1/27	0.4615109311676024	0.9999951178411229	0	0	1.661078965282505	1.2844285443954986	KLKB1
Tooth	1/27	0.4615109311676024	0.9999951178411229	0	0	1.661078965282505	1.2844285443954986	PKP2
Emphysema	2/69	0.4654047805808842	0.9999951178411229	0	0	1.2893404375020683	0.986149140580381	ARL15;BICD1
Myopia	2/69	0.4654047805808842	0.9999951178411229	0	0	1.2893404375020683	0.986149140580381	CPSF2;LRRC4C
Antidepressive Agents	3/112	0.46752637577367306	0.9999951178411229	0	0	1.1888685015290519	0.9038961428259044	FOXD2;DYNLRB2;TMC3
